1240.000000,1240.000000,1241.000000,1240.000000,1241.000000
1241.000000,1242.000000,3720.000000,3721.000000,3721.000000
3720.000000,3721.000000,3721.000000,3722.000000,3722.000000
3722.000000,3722.000000,3722.000000,3722.000000,3721.000000
3721.000000,3721.000000,3722.000000,1242.000000,1242.000000
1241.000000,1241.000000,1241.000000,1240.000000,1240.000000
1241.000000,1241.000000,1242.000000,1241.000000,1241.000000
1241.000000,1242.000000,1242.000000,3722.000000,3722.000000
3722.000000,3722.000000,3723.000000,3722.000000,3722.000000
3722.000000,3722.000000,3722.000000,3722.000000,3723.000000
3723.000000,3722.000000,3722.000000,3722.000000,1242.000000
1241.000000,1242.000000,1242.000000,1242.000000,1242.000000
1241.000000,1241.000000,1242.000000,1242.000000,1241.000000
1241.000000,1242.000000,1242.000000,1243.000000,3723.000000
3723.000000,3723.000000,3722.000000,3722.000000,3722.000000
3724.000000,3722.000000,3722.000000,3723.000000,3723.000000
3723.000000,3723.000000,3722.000000,3722.000000,3723.000000
1243.000000,1241.000000,1242.000000,1241.000000,1241.000000
1242.000000,1243.000000,1242.000000,1243.000000,1242.000000
1242.000000,1242.000000,1242.000000,1241.000000,1242.000000
1241.000000,3723.000000,3724.000000,3723.000000,3723.000000
3723.000000,3722.000000,3723.000000,3723.000000,3724.000000
3722.000000,3723.000000,3722.000000,3724.000000,3724.000000
3724.000000,1242.000000,1242.000000,1241.000000,1244.000000
1243.000000,1242.000000,1242.000000,1242.000000,1242.000000
1242.000000,1241.000000,1242.000000,1242.000000,1243.000000
1241.000000,1243.000000,3724.000000,3724.000000,3724.000000
3724.000000,3724.000000,3724.000000,3724.000000,3724.000000
3724.000000,3723.000000,3724.000000,3724.000000,3724.000000
3724.000000,3724.000000,3724.000000,1242.000000,1242.000000
1242.000000,1241.000000,1242.000000,1242.000000,1242.000000
1243.000000,1243.000000,1243.000000,1243.000000,1242.000000
1243.000000,1243.000000,1243.000000,3724.000000,3724.000000
3724.000000,3725.000000,3724.000000,3724.000000,3724.000000
3724.000000,3725.000000,3724.000000,3725.000000,3724.000000
3724.000000,3725.000000,3723.000000,3724.000000,1243.000000
1243.000000,1243.000000,1243.000000,1242.000000,1243.000000
1242.000000,1242.000000,1242.000000,1243.000000,1241.000000
1241.000000,1242.000000,1242.000000,1242.000000,3724.000000
3725.000000,3726.000000,3725.000000,3725.000000,3725.000000
3724.000000,3725.000000,3725.000000,3725.000000,3725.000000
3724.000000,3725.000000,3726.000000,3725.000000,3726.000000
1243.000000,1243.000000,1242.000000,1242.000000,1242.000000
1243.000000,1242.000000,1243.000000,1242.000000,1242.000000
1241.000000,1243.000000,1243.000000,1243.000000,1243.000000
1243.000000,3724.000000,3726.000000,3725.000000,3725.000000
3724.000000,3725.000000,3724.000000,3724.000000,3725.000000
3725.000000,3725.000000,3726.000000,3725.000000,3726.000000
3724.000000,1243.000000,1243.000000,1243.000000,1243.000000
1243.000000,1242.000000,1244.000000,1242.000000,1243.000000
1244.000000,1243.000000,1242.000000,1244.000000,1243.000000
1242.000000,1244.000000,3725.000000,3725.000000,3725.000000
3724.000000,3725.000000,3725.000000,3727.000000,3726.000000
3725.000000,3726.000000,3726.000000,3726.000000,3725.000000
3726.000000,3725.000000,3725.000000,1242.000000,1242.000000
1243.000000,1243.000000,1244.000000,1242.000000,1243.000000
1244.000000,1243.000000,1243.000000,1242.000000,1243.000000
1243.000000,1242.000000,1242.000000,3726.000000,3725.000000
3725.000000,3725.000000,3725.000000,3726.000000,3726.000000
3726.000000,3725.000000,3726.000000,3726.000000,3726.000000
3726.000000,3726.000000,3726.000000,3726.000000,1243.000000
1243.000000,1243.000000,1241.000000,1243.000000,1243.000000
1244.000000,1243.000000,1242.000000,1241.000000,1243.000000
1243.000000,1243.000000,1242.000000,1242.000000,3726.000000
3725.000000,3725.000000,3725.000000,3727.000000,3725.000000
3726.000000,3725.000000,3725.000000,3726.000000,3725.000000
3726.000000,3726.000000,3726.000000,3726.000000,3726.000000
1243.000000,1243.000000,1242.000000,1243.000000,1244.000000
1243.000000,1243.000000,1243.000000,1244.000000,1243.000000
1243.000000,1243.000000,1243.000000,1244.000000,1242.000000
1242.000000,3725.000000,3726.000000,3726.000000,3726.000000
3726.000000,3726.000000,3726.000000,3727.000000,3726.000000
3726.000000,3726.000000,3725.000000,3726.000000,3726.000000
3726.000000,1244.000000,1243.000000,1243.000000,1243.000000
1243.000000,1244.000000,1243.000000,1243.000000,1242.000000
1243.000000,1243.000000,1243.000000,1242.000000,1244.000000
1243.000000,1242.000000,3726.000000,3727.000000,3726.000000
3725.000000,3726.000000,3725.000000,3727.000000,3727.000000
3726.000000,3726.000000,3726.000000,3726.000000,3726.000000
3726.000000,3726.000000,3727.000000,1243.000000,1243.000000
1243.000000,1243.000000,1244.000000,1243.000000,1244.000000
1243.000000,1242.000000,1243.000000,1244.000000,1244.000000
1243.000000,1243.000000,1243.000000,3726.000000,3726.000000
3726.000000,3727.000000,3727.000000,3726.000000,3727.000000
3726.000000,3727.000000,3725.000000,3726.000000,3726.000000
3726.000000,3726.000000,3725.000000,3726.000000,1244.000000
1242.000000,1243.000000,1243.000000,1243.000000,1243.000000
1244.000000,1243.000000,1242.000000,1243.000000,1243.000000
1243.000000,1242.000000,1243.000000,1242.000000,3725.000000
3725.000000,3727.000000,3726.000000,3726.000000,3727.000000
3726.000000,3726.000000,3726.000000,3725.000000,3726.000000
3726.000000,3726.000000,3726.000000,3726.000000,3725.000000
1243.000000,1243.000000,1243.000000,1242.000000,1243.000000
1244.000000,1243.000000,1243.000000,1241.000000,1244.000000
1243.000000,1242.000000,1243.000000,1243.000000,1243.000000
1242.000000,3726.000000,3725.000000,3726.000000,3727.000000
3726.000000,3726.000000,3726.000000,3725.000000,3726.000000
3725.000000,3726.000000,3725.000000,3726.000000,3727.000000
3726.000000,1244.000000,1242.000000,1243.000000,1243.000000
1243.000000,1243.000000,1242.000000,1243.000000,1243.000000
1243.000000,1243.000000,1242.000000,1242.000000,1243.000000
1243.000000,1242.000000,3725.000000,3726.000000,3725.000000
3726.000000,3725.000000,3726.000000,3725.000000,3726.000000
3726.000000,3726.000000,3725.000000,3726.000000,3726.000000
3724.000000,3725.000000,3726.000000,1243.000000,1242.000000
1242.000000,1244.000000,1243.000000,1244.000000,1243.000000
1243.000000,1243.000000,1243.000000,1242.000000,1243.000000
1242.000000,1243.000000,1243.000000,3726.000000,3726.000000
3725.000000,3725.000000,3726.000000,3725.000000,3725.000000
3725.000000,3725.000000,3725.000000,3725.000000,3725.000000
3725.000000,3725.000000,3725.000000,3726.000000,1242.000000
1241.000000,1242.000000,1242.000000,1242.000000,1242.000000
1243.000000,1242.000000,1243.000000,1242.000000,1243.000000
1243.000000,1243.000000,1243.000000,1242.000000,3725.000000
3725.000000,3726.000000,3726.000000,3726.000000,3725.000000
3725.000000,3725.000000,3725.000000,3725.000000,3725.000000
3725.000000,3726.000000,3725.000000,3725.000000,3724.000000
1242.000000,1243.000000,1243.000000,1242.000000,1243.000000
1243.000000,1242.000000,1242.000000,1243.000000,1243.000000
1243.000000,1245.000000,1242.000000,1243.000000,1242.000000
1242.000000,3725.000000,3725.000000,3725.000000,3725.000000
3726.000000,3725.000000,3724.000000,3726.000000,3725.000000
3725.000000,3725.000000,3725.000000,3726.000000,3726.000000
3725.000000,1243.000000,1242.000000,1243.000000,1242.000000
1242.000000,1242.000000,1242.000000,1242.000000,1242.000000
1242.000000,1243.000000,1242.000000,1243.000000,1243.000000
1243.000000,1243.000000,3724.000000,3724.000000,3724.000000
3724.000000,3725.000000,3725.000000,3725.000000,3725.000000
3724.000000,3724.000000,3724.000000,3724.000000,3724.000000
3724.000000,3725.000000,3725.000000,1243.000000,1243.000000
1243.000000,1243.000000,1243.000000,1243.000000,1243.000000
1243.000000,1242.000000,1243.000000,1242.000000,1241.000000
1241.000000,1242.000000,1241.000000,3725.000000,3724.000000
3725.000000,3724.000000,3724.000000,3723.000000,3724.000000
3724.000000,3724.000000,3724.000000,3726.000000,3724.000000
3724.000000,3724.000000,3725.000000,3724.000000,1243.000000
1244.000000,1243.000000,1242.000000,1242.000000,1243.000000
1242.000000,1242.000000,1242.000000,1242.000000,1242.000000
1242.000000,1241.000000,1243.000000,1243.000000,3724.000000
3725.000000,3724.000000,3724.000000,3723.000000,3724.000000
3725.000000,3724.000000,3724.000000,3725.000000,3724.000000
3724.000000,3725.000000,3723.000000,3724.000000,3723.000000
1243.000000,1242.000000,1243.000000,1243.000000,1242.000000
1242.000000,1242.000000,1242.000000,1243.000000,1243.000000
1242.000000,1242.000000,1242.000000,1242.000000,1242.000000
1243.000000,3724.000000,3723.000000,3724.000000,3725.000000
3724.000000,3723.000000,3723.000000,3724.000000,3724.000000
3724.000000,3724.000000,3724.000000,3724.000000,3724.000000
3724.000000,1242.000000,1241.000000,1242.000000,1242.000000
1243.000000,1241.000000,1241.000000,1242.000000,1242.000000
1242.000000,1241.000000,1243.000000,1243.000000,1242.000000
1242.000000,1241.000000,3723.000000,3723.000000,3724.000000
3723.000000,3724.000000,3724.000000,3724.000000,3723.000000
3723.000000,3724.000000,3723.000000,3723.000000,3723.000000
3722.000000,3724.000000,3723.000000,1242.000000,1242.000000
1241.000000,1242.000000,1243.000000,1241.000000,1242.000000
1241.000000,1242.000000,1242.000000,1243.000000,1243.000000
1241.000000,1241.000000,1242.000000,3723.000000,3724.000000
3723.000000,3724.000000,3723.000000,3723.000000,3723.000000
3722.000000,3723.000000,3723.000000,3723.000000,3722.000000
3723.000000,3722.000000,3723.000000,3723.000000,1242.000000
1242.000000,1241.000000,1241.000000,1241.000000,1241.000000
1241.000000,1242.000000,1242.000000,1241.000000,1242.000000
1242.000000,1241.000000,1241.000000,1242.000000,3723.000000
3722.000000,3723.000000,3723.000000,3722.000000,3723.000000
3724.000000,3724.000000,3722.000000,3722.000000,3722.000000
3723.000000,3722.000000,3723.000000,3723.000000,3723.000000
1242.000000,1243.000000,1242.000000,1243.000000,1243.000000
1241.000000,1241.000000,1242.000000,1241.000000,1242.000000
1242.000000,1242.000000,1241.000000,1241.000000,1242.000000
1241.000000,3722.000000,3723.000000,3721.000000,3723.000000
3722.000000,3722.000000,3722.000000,3722.000000,3723.000000
3722.000000,3723.000000,3722.000000,3723.000000,3723.000000
3722.000000,1241.000000,1241.000000,1241.000000,1241.000000
1241.000000,1240.000000,1242.000000,1242.000000,1242.000000
1242.000000,1241.000000,1242.000000,1242.000000,1241.000000
1241.000000,1241.000000,3722.000000,3722.000000,3722.000000
3722.000000,3721.000000,3723.000000,3722.000000,3722.000000
3721.000000,3721.000000,3721.000000,3722.000000,3722.000000
3722.000000,3722.000000,3722.000000,1241.000000,1242.000000
1241.000000,1242.000000,1241.000000,1241.000000,1241.000000
1242.000000,1241.000000,1242.000000,1242.000000,1242.000000
1242.000000,1241.000000,1241.000000,3721.000000,3722.000000
3722.000000,3721.000000,3721.000000,3722.000000,3722.000000
3722.000000,3722.000000,3721.000000,3722.000000,3721.000000
3722.000000,3723.000000,3722.000000,3722.000000,1242.000000
1241.000000,1242.000000,1242.000000,1241.000000,1242.000000
1242.000000,1241.000000,1242.000000,1241.000000,1241.000000
1241.000000,1241.000000,1241.000000,1242.000000,3722.000000
3721.000000,3722.000000,3721.000000,3723.000000,3722.000000
3722.000000,3721.000000,3721.000000,3721.000000,3721.000000
3722.000000,3721.000000,3721.000000,3721.000000,3721.000000
1241.000000,1241.000000,1241.000000,1241.000000,1241.000000
1242.000000,1241.000000,1240.000000,1240.000000,1242.000000
1241.000000,1241.000000,1242.000000,1241.000000,1241.000000
1241.000000,3721.000000,3721.000000,3721.000000,3722.000000
3721.000000,3721.000000,3721.000000,3721.000000,3721.000000
3722.000000,3721.000000,3721.000000,3721.000000,3722.000000
3721.000000,1241.000000,1241.000000,1240.000000,1240.000000
1241.000000,1240.000000,1241.000000,1241.000000,1241.000000
1241.000000,1241.000000,1241.000000,1241.000000,1241.000000
1242.000000,1242.000000,3721.000000,3721.000000,3722.000000
3722.000000,3722.000000,3720.000000,3721.000000,3722.000000
3721.000000,3721.000000,3721.000000,3721.000000,3720.000000
3721.000000,3722.000000,3721.000000,1241.000000,1241.000000
1241.000000,1241.000000,1241.000000,1241.000000,1242.000000
1241.000000,1240.000000,1240.000000,1240.000000,1240.000000
1241.000000,1241.000000,1241.000000,3721.000000,3721.000000
3720.000000,3720.000000,3721.000000,3721.000000,3721.000000
3721.000000,3720.000000,3721.000000,3721.000000,3721.000000
3721.000000,3721.000000,3721.000000,3721.000000,1241.000000
1240.000000,1241.000000,1242.000000,1241.000000,1241.000000
1242.000000,1241.000000,1241.000000,1241.000000,1241.000000
1242.000000,1242.000000,1241.000000,1241.000000,3721.000000
3722.000000,3720.000000,3721.000000,3721.000000,3721.000000
3721.000000,3721.000000,3721.000000,3720.000000,3721.000000
3720.000000,3721.000000,3721.000000,3722.000000,3720.000000
1242.000000,1240.000000,1241.000000,1241.000000,1241.000000
1240.000000,1241.000000,1242.000000,1240.000000,1241.000000
1242.000000,1242.000000,1242.000000,1240.000000,1241.000000
1241.000000,3720.000000,3721.000000,3721.000000,3721.000000
3720.000000,3721.000000,3721.000000,3720.000000,3721.000000
3721.000000,3721.000000,3720.000000,3720.000000,3720.000000
3721.000000,1241.000000,1242.000000,1241.000000,1241.000000
1241.000000,1242.000000,1241.000000,1241.000000,1241.000000
1241.000000,1241.000000,1242.000000,1241.000000,1242.000000
1243.000000,1241.000000,3721.000000,3720.000000,3720.000000
3721.000000,3721.000000,3721.000000,3722.000000,3722.000000
3721.000000,3720.000000,3721.000000,3721.000000,3720.000000
3721.000000,3721.000000,3721.000000,1241.000000,1241.000000
1241.000000,1241.000000,1241.000000,1241.000000,1241.000000
1241.000000,1242.000000,1240.000000,1240.000000,1241.000000
1241.000000,1241.000000,1242.000000,3721.000000,3721.000000
3720.000000,3721.000000,3720.000000,3721.000000,3721.000000
3720.000000,3720.000000,3721.000000,3721.000000,3721.000000
3720.000000,3720.000000,3721.000000,3721.000000,1241.000000
